,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,company
1697,1750,Renault Duster Petrol,Kochi,2015,82603,Petrol,Manual,First,13.06,1598,102.53,5.0,4.9,Renault
1698,1751,Honda Civic 2006-2010,Chennai,2006,110000,Petrol,Manual,First,13.5,1799,130,5.0,2.65,Honda
1699,1752,Mahindra XUV500 W8,Delhi,2012,88000,Diesel,Manual,First,16.0,2179,140,7.0,5.99,Mahindra
1700,1753,Mahindra Verito 1.5,Chennai,2011,110000,Diesel,Manual,Second,21.0,1461,64.1,5.0,2.4,Mahindra
1701,1754,Renault KWID Climber,Delhi,2017,15000,Petrol,Manual,First,21.7,999,67,5.0,4.25,Renault
1702,1755,Porsche Cayenne Diesel,Mumbai,2013,70000,Diesel,Automatic,First,15.15,2967,240,5.0,40.0,Porsche
1703,1756,Maruti Swift DDiS,Pune,2008,150000,Diesel,Manual,Second,28.4,1248,74,5.0,2.7,Maruti
1704,1757,Datsun GO T,Hyderabad,2016,19000,Petrol,Manual,First,20.63,1198,67,5.0,2.99,Datsun
1705,1758,Hyundai i20 1.2,Chennai,2011,37442,Petrol,Manual,First,18.5,1197,80,5.0,3.4,Hyundai
1706,1759,BMW 5 Series,Coimbatore,2016,63111,Diesel,Automatic,Second,18.12,1995,190,5.0,30.8,BMW
1707,1760,Maruti Ertiga ZDI,Mumbai,2012,88000,Diesel,Manual,First,20.77,1248,88.8,7.0,5.85,Maruti
1708,1761,Hyundai Grand i10,Jaipur,2014,42355,Petrol,Manual,First,18.9,1197,82,5.0,4.0,Hyundai
1709,1762,BMW 3 Series,Coimbatore,2011,75871,Petrol,Automatic,First,9.43,2996,254,5.0,14.12,BMW
1710,1763,Chevrolet Cruze LTZ,Mumbai,2011,65000,Diesel,Manual,First,17.9,1998,163.7,5.0,4.55,Chevrolet
1711,1764,Mercedes-Benz M-Class ML,Pune,2015,69000,Diesel,Automatic,First,0.0,2987,165,5.0,38.0,Mercedes-Benz
1712,1765,Maruti Ritz LDi,Jaipur,2011,79232,Diesel,Manual,First,21.1,1248,73.9,5.0,2.9,Maruti
1713,1766,Mercedes-Benz New C-Class,Pune,2007,220000,Petrol,Automatic,Second,11.74,1796,186,5.0,6.0,Mercedes-Benz
1714,1767,Hyundai i20 1.2,Kochi,2016,28470,Petrol,Manual,First,18.6,1197,81.83,5.0,6.95,Hyundai
1715,1768,Hyundai EON 1.0,Kolkata,2014,9759,Petrol,Manual,First,20.3,998,68.05,5.0,2.75,Hyundai
1716,1769,Maruti Swift VDI,Pune,2014,75216,Diesel,Manual,First,22.9,1248,74,5.0,5.1,Maruti
1717,1770,Hyundai i20 Sportz,Chennai,2017,8000,Petrol,Manual,First,18.6,1197,81.83,5.0,6.75,Hyundai
1718,1771,Maruti Ritz ZXi,Mumbai,2014,59451,Petrol,Manual,First,18.5,1197,85.80,5.0,3.69,Maruti
1719,1772,Maruti Swift VDI,Hyderabad,2013,53996,Diesel,Manual,First,22.9,1248,74,5.0,5.45,Maruti
1720,1773,Honda WRV i-VTEC,Kochi,2018,15135,Petrol,Manual,First,17.5,1199,88.7,5.0,9.29,Honda
1721,1774,Hyundai Xcent 1.2,Chennai,2015,53000,Petrol,Automatic,Second,16.9,1197,81.86,5.0,4.0,Hyundai
1722,1775,Honda Amaze E,Kolkata,2013,40000,Petrol,Manual,First,18.0,1198,86.7,5.0,2.9,Honda
1723,1776,Hyundai Verna 1.6,Pune,2013,21107,Petrol,Manual,First,17.1,1591,121.3,5.0,5.25,Hyundai
1724,1777,Honda City V,Mumbai,2014,56000,Petrol,Manual,First,16.8,1497,116.3,5.0,5.75,Honda
1725,1778,Hyundai Creta 1.6,Coimbatore,2017,19623,Petrol,Manual,First,15.29,1591,121.3,5.0,13.12,Hyundai
1726,1779,Mahindra XUV500 W8,Kochi,2014,70963,Diesel,Manual,First,15.1,2179,140,7.0,7.83,Mahindra
1727,1781,Toyota Innova 2.5,Mumbai,2013,51450,Diesel,Manual,First,12.8,2494,102,7.0,10.4,Toyota
1728,1782,Maruti Swift VDI,Pune,2012,75000,Diesel,Manual,First,22.9,1248,74,5.0,4.35,Maruti
1729,1783,Maruti Wagon R,Coimbatore,2017,37832,Petrol,Automatic,First,22.5,998,67,5.0,5.23,Maruti
1730,1784,Hyundai Grand i10,Coimbatore,2016,43041,Petrol,Manual,First,18.9,1197,81.86,5.0,6.01,Hyundai
1731,1785,Honda Amaze VX,Hyderabad,2014,97236,Diesel,Manual,First,25.8,1498,98.6,5.0,4.4,Honda
1732,1786,BMW 3 Series,Chennai,2010,83000,Diesel,Automatic,First,16.07,1995,181,5.0,12.75,BMW
1733,1787,Ford Figo Petrol,Delhi,2011,65000,Petrol,Manual,First,15.6,1196,70,5.0,2.4,Ford
1734,1788,Volkswagen Ameo 1.2,Kochi,2018,46007,Petrol,Manual,First,17.0,1198,73.75,5.0,5.71,Volkswagen
1735,1789,Ford Ecosport 1.5,Kochi,2015,65925,Diesel,Manual,Second,22.7,1498,89.84,5.0,5.49,Ford
1736,1790,Honda City 1.3,Pune,2004,73500,Petrol,Manual,Second,13.0,1343,90,5.0,1.3,Honda
1737,1791,Mahindra XUV500 W6,Kolkata,2014,55000,Diesel,Manual,First,16.0,2179,140,7.0,8.5,Mahindra
1738,1792,Toyota Fortuner 4x2,Delhi,2012,115000,Diesel,Manual,First,13.0,2982,168.5,7.0,12.99,Toyota
1739,1793,Hyundai Grand i10,Kolkata,2017,31184,Petrol,Manual,First,18.9,1197,81.86,5.0,5.0,Hyundai
1740,1794,Maruti Dzire AMT,Pune,2017,41747,Diesel,Automatic,First,28.4,1248,73.75,5.0,9.0,Maruti
1741,1795,Maruti Swift VDI,Kochi,2016,38143,Diesel,Manual,First,22.9,1248,74,5.0,5.22,Maruti
1742,1796,Volkswagen Polo Petrol,Pune,2012,19030,Petrol,Manual,First,16.47,1198,73.9,5.0,3.8,Volkswagen
1743,1797,Toyota Etios Liva,Coimbatore,2019,20877,Petrol,Manual,First,18.16,1197,78.9,5.0,7.27,Toyota
1744,1798,Maruti Swift VXI,Mumbai,2016,23555,Petrol,Manual,First,22.0,1197,81.80,5.0,5.1,Maruti
1745,1799,Mercedes-Benz E-Class 2009-2013,Bangalore,2013,29000,Diesel,Automatic,First,14.21,2143,203,5.0,29.0,Mercedes-Benz
1746,1800,Maruti Wagon R,Pune,2013,61000,Petrol,Manual,First,18.9,998,67.1,5.0,2.9,Maruti
1747,1801,Tata Nano Lx,Kochi,2012,4187,Petrol,Manual,First,26.0,624,35,4.0,1.38,Tata
1748,1802,Skoda Laura 1.8,Bangalore,2011,46000,Petrol,Manual,First,13.4,1798,157.8,5.0,5.5,Skoda
1749,1803,Volkswagen Polo GT,Mumbai,2016,28000,Petrol,Automatic,First,17.21,1197,103.5,5.0,7.25,Volkswagen
1750,1804,Hyundai Verna 1.6,Coimbatore,2014,83558,Diesel,Manual,First,22.32,1582,126.32,5.0,6.98,Hyundai
1751,1805,Tata Bolt Quadrajet,Hyderabad,2017,40000,Diesel,Manual,First,22.95,1248,74,5.0,5.25,Tata
1752,1806,Hyundai EON D,Kolkata,2013,36000,Petrol,Manual,First,21.1,814,55.2,5.0,1.95,Hyundai
1753,1807,Audi A4 2.0,Bangalore,2014,21000,Diesel,Automatic,First,17.11,1968,174.33,5.0,24.5,Audi
1754,1808,Toyota Innova 2.5,Kochi,2013,62162,Diesel,Manual,First,12.99,2494,100,7.0,8.31,Toyota
1755,1809,Mercedes-Benz M-Class ML,Hyderabad,2012,83000,Diesel,Automatic,First,11.74,2987,254.8,5.0,36.0,Mercedes-Benz
1756,1810,Hyundai Xcent 1.1,Pune,2015,58000,Diesel,Manual,First,24.4,1120,71,5.0,5.5,Hyundai
1757,1811,Honda Accord 2.4,Kochi,2011,62332,Petrol,Automatic,First,11.7,2354,177.6,5.0,5.89,Honda
1758,1812,Volkswagen Vento 1.5,Kochi,2016,50867,Diesel,Manual,First,20.34,1498,103.2,5.0,7.95,Volkswagen
1759,1813,Hyundai i20 Sportz,Mumbai,2010,73000,Petrol,Manual,First,17.0,1197,80,5.0,2.75,Hyundai
1760,1814,Hyundai Elantra CRDi,Jaipur,2012,98008,Diesel,Manual,First,22.7,1582,126.24,5.0,6.25,Hyundai
1761,1815,Ford Figo Diesel,Hyderabad,2015,36000,Diesel,Manual,First,20.0,1399,68.05,5.0,4.95,Ford
1762,1816,Hyundai i20 1.2,Kochi,2019,27339,Petrol,Manual,First,18.6,1197,81.83,5.0,6.27,Hyundai
1763,1817,Hyundai Verna 1.6,Kolkata,2017,25000,Diesel,Manual,First,23.9,1582,126.2,5.0,8.65,Hyundai
1764,1818,Hyundai Grand i10,Kolkata,2014,37000,Petrol,Manual,First,18.9,1197,82,5.0,3.5,Hyundai
1765,1819,Audi Q5 2.0,Hyderabad,2015,56000,Diesel,Automatic,First,14.16,1968,174.3,5.0,35.0,Audi
1766,1820,Maruti Swift Dzire,Kolkata,2015,27000,Petrol,Manual,First,17.5,1298,85.8,5.0,4.45,Maruti
1767,1821,Hyundai i20 Magna,Kolkata,2012,37000,Petrol,Manual,First,18.5,1197,80,5.0,2.65,Hyundai
1768,1822,Mahindra KUV 100,Kolkata,2017,10500,Diesel,Manual,First,25.32,1198,77,5.0,4.7,Mahindra
1769,1823,Hyundai Elantra 1.6,Ahmedabad,2014,49000,Diesel,Automatic,First,18.23,1582,126.2,5.0,8.9,Hyundai
1770,1824,Jeep Compass 2.0,Mumbai,2017,7000,Diesel,Manual,First,17.1,1956,170,5.0,17.45,Jeep
1771,1825,Maruti Vitara Brezza,Coimbatore,2017,71256,Diesel,Manual,First,24.3,1248,88.5,5.0,9.58,Maruti
1772,1826,Toyota Corolla Altis,Kochi,2012,83184,Petrol,Manual,First,14.28,1798,138.03,5.0,6.22,Toyota
1773,1827,Mahindra XUV500 W8,Kolkata,2013,87284,Diesel,Manual,First,15.1,2179,140,7.0,7.8,Mahindra
1774,1828,BMW X1 xDrive,Mumbai,2016,7000,Diesel,Automatic,First,20.68,1995,190,5.0,27.75,BMW
1775,1829,Hyundai i20 Magna,Pune,2015,29000,Diesel,Manual,Second,22.54,1396,88.73,5.0,7.0,Hyundai
1776,1830,Mercedes-Benz GLE 350d,Coimbatore,2017,33552,Diesel,Automatic,First,11.57,2987,254.79,5.0,64.87,Mercedes-Benz
1777,1831,Chevrolet Cruze LTZ,Bangalore,2013,64000,Diesel,Manual,Second,17.3,1998,163.7,5.0,6.5,Chevrolet
1778,1832,Hyundai i20 1.2,Jaipur,2011,82000,Petrol,Manual,Second,18.5,1197,80,5.0,2.7,Hyundai
1779,1833,Honda Brio S,Mumbai,2012,70000,Petrol,Manual,Second,19.4,1198,86.8,5.0,2.5,Honda
1780,1834,Nissan Evalia 2013,Hyderabad,2013,166194,Diesel,Manual,First,19.3,1461,84.8,7.0,3.9,Nissan
1781,1835,Volkswagen Polo Petrol,Delhi,2015,58000,Petrol,Manual,First,16.47,1198,73.9,5.0,3.95,Volkswagen
1782,1836,Hyundai i10 Sportz,Chennai,2010,77000,Petrol,Manual,Second,20.36,1197,78.9,5.0,2.1,Hyundai
1783,1837,Chevrolet Cruze LTZ,Pune,2009,73204,Diesel,Automatic,Third,18.1,1991,147.9,4.0,3.5,Chevrolet
1784,1838,Hyundai i10 Era,Hyderabad,2007,70000,Petrol,Manual,Second,19.81,1086,68.05,5.0,2.0,Hyundai
1785,1839,Maruti Ertiga VDI,Delhi,2014,79870,Diesel,Manual,First,20.77,1248,88.76,7.0,5.35,Maruti
1786,1840,Honda Amaze S,Delhi,2013,90000,Diesel,Manual,First,25.8,1498,98.6,5.0,3.8,Honda
1787,1841,Mercedes-Benz A Class,Mumbai,2016,17000,Petrol,Automatic,First,15.5,1595,122,5.0,17.25,Mercedes-Benz
1788,1842,Hyundai Grand i10,Kochi,2018,46493,Petrol,Manual,First,18.9,1197,81.86,5.0,5.53,Hyundai
1789,1843,Hyundai i10 Sportz,Pune,2009,68000,Petrol,Manual,Third,20.36,1197,78.9,5.0,1.95,Hyundai
1790,1844,Maruti Swift DDiS,Hyderabad,2017,2000,Diesel,Manual,First,28.4,1248,74,5.0,8.2,Maruti
1791,1845,Honda City 1.3,Pune,1999,140000,Petrol,Manual,First,13.0,1343,90,5.0,0.9,Honda
1792,1846,Toyota Innova 2.5,Pune,2013,255000,Diesel,Manual,Third,12.99,2494,100.6,7.0,6.5,Toyota
1793,1847,Mini Cooper Countryman,Coimbatore,2014,45535,Diesel,Automatic,First,23.8,1998,112,5.0,19.41,Mini
1794,1848,Fiat Linea T-Jet,Coimbatore,2016,39228,Petrol,Manual,First,15.7,1368,112.4,5.0,6.58,Fiat
1795,1849,Chevrolet Aveo 1.4,Mumbai,2011,57000,Petrol,Manual,Second,14.49,1399,92.7,5.0,2.1,Chevrolet
1796,1850,Hyundai i10 Era,Chennai,2008,85445,Petrol,Manual,Second,19.81,1086,68.05,5.0,2.0,Hyundai
1797,1851,Hyundai Xcent 1.1,Delhi,2015,54000,Diesel,Manual,First,24.4,1120,71,5.0,3.7,Hyundai
1798,1852,Maruti Celerio VXI,Mumbai,2014,53000,Petrol,Automatic,First,23.1,998,67.04,5.0,3.8,Maruti
1799,1853,Hyundai i10 Sportz,Jaipur,2014,60000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.25,Hyundai
1800,1854,Renault Duster 85PS,Coimbatore,2015,65668,Diesel,Manual,First,19.87,1461,83.8,5.0,5.53,Renault
1801,1855,BMW 3 Series,Ahmedabad,2011,100000,Diesel,Automatic,Second,22.69,1995,190,5.0,10.9,BMW
1802,1856,Hyundai Grand i10,Kolkata,2018,1800,Petrol,Manual,First,18.9,1197,82,5.0,5.1,Hyundai
1803,1858,Chevrolet Spark 1.0,Pune,2009,44200,Petrol,Manual,Second,18.0,995,62,5.0,1.6,Chevrolet
1804,1859,Honda City i,Ahmedabad,2018,14000,Petrol,Manual,First,17.4,1497,117.3,5.0,11.25,Honda
1805,1860,Volkswagen Vento Diesel,Chennai,2013,720000,Diesel,Manual,First,20.54,1598,103.6,5.0,5.9,Volkswagen
1806,1861,Toyota Fortuner 4x2,Delhi,2012,73000,Diesel,Automatic,First,11.5,2982,169,7.0,14.4,Toyota
1807,1862,Honda City 1.5,Delhi,2011,68000,Petrol,Manual,First,17.0,1497,118,5.0,3.6,Honda
1808,1863,BMW 5 Series,Jaipur,2017,19543,Diesel,Automatic,First,18.12,1995,190,5.0,40.5,BMW
1809,1864,Audi Q5 30,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5.0,38.95,Audi
1810,1865,Maruti Ritz LDi,Delhi,2014,32805,Diesel,Manual,First,23.2,1248,73.94,5.0,3.6,Maruti
1811,1866,Volkswagen Vento 1.5,Kochi,2016,44782,Diesel,Automatic,First,21.21,1498,103.2,5.0,7.12,Volkswagen
1812,1867,Honda City i,Kochi,2016,55700,Diesel,Manual,First,26.0,1498,98.6,5.0,7.52,Honda
1813,1868,Audi A4 New,Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5.0,10.35,Audi
1814,1869,Skoda Rapid 1.6,Hyderabad,2014,56000,Petrol,Manual,First,15.0,1598,103.52,5.0,7.0,Skoda
1815,1870,Toyota Fortuner 3.0,Delhi,2011,60000,Diesel,Manual,First,11.5,2982,171,7.0,10.85,Toyota
1816,1871,Chevrolet Optra Magnum,Mumbai,2010,78563,Diesel,Manual,First,16.52,1991,123.7,5.0,2.35,Chevrolet
1817,1872,Maruti Eeco 7,Mumbai,2014,34669,Petrol,Manual,First,15.1,1196,73,7.0,2.9,Maruti
1818,1873,Maruti Ciaz ZXi,Delhi,2017,17000,Petrol,Manual,First,20.73,1373,91.1,5.0,7.65,Maruti
1819,1874,Maruti Ciaz VDi,Delhi,2016,66000,Diesel,Manual,First,28.09,1248,88.5,5.0,6.4,Maruti
1820,1875,Toyota Innova 2.5,Pune,2014,102418,Diesel,Manual,First,12.99,2494,100.6,7.0,10.1,Toyota
1821,1876,Maruti Swift Dzire,Kolkata,2014,48800,Petrol,Manual,First,19.1,1197,85.8,5.0,4.25,Maruti
1822,1877,Toyota Innova Crysta,Kochi,2019,10601,Diesel,Automatic,First,11.36,2755,171.5,7.0,19.65,Toyota
1823,1878,Tata Indica V2,Pune,2017,8200,Diesel,Manual,First,25.0,1396,69,5.0,4.4,Tata
1824,1879,Hyundai i20 Magna,Jaipur,2012,100000,Petrol,Manual,First,18.5,1197,82.85,5.0,3.25,Hyundai
1825,1880,Ford Fiesta 1.4,Pune,2012,78000,Diesel,Manual,First,17.8,1399,68,5.0,2.8,Ford
1826,1881,Chevrolet Enjoy 1.3,Kolkata,2015,50000,Diesel,Manual,First,18.2,1248,73.74,8.0,4.3,Chevrolet
1827,1882,Ford Fiesta 1.4,Chennai,2006,89327,Diesel,Manual,Third,17.8,1399,68,5.0,1.55,Ford
1828,1883,Honda CR-V 2.4,Chennai,2007,98000,Petrol,Manual,Second,10.8,2354,152,5.0,4.7,Honda
1829,1884,Honda Jazz 1.2,Kochi,2017,24700,Petrol,Manual,First,18.7,1199,88.7,5.0,7.07,Honda
1830,1885,Mercedes-Benz GLS 350d,Delhi,2018,6000,Diesel,Automatic,First,11.0,2987,258,7.0,79.0,Mercedes-Benz
1831,1886,Hyundai Grand i10,Delhi,2018,9434,Petrol,Manual,First,18.9,1197,81.86,5.0,5.75,Hyundai
1832,1887,Maruti Ritz VXi,Mumbai,2012,29000,Petrol,Manual,First,18.5,1197,85.80,5.0,3.25,Maruti
1833,1888,Volkswagen Ameo 1.5,Coimbatore,2017,22440,Diesel,Automatic,First,22.0,1498,108.495,5.0,8.89,Volkswagen
1834,1889,Honda City i,Mumbai,2015,73070,Petrol,Manual,First,17.4,1497,117.3,5.0,5.9,Honda
1835,1890,Honda Jazz 1.2,Kolkata,2016,21771,Petrol,Manual,First,18.7,1199,88.7,5.0,4.95,Honda
1836,1891,Maruti Swift Ldi,Delhi,2014,62000,Diesel,Manual,First,17.8,1248,75,5.0,3.75,Maruti
1837,1892,Hyundai Creta 1.6,Kochi,2017,37024,Diesel,Automatic,First,17.01,1582,126.2,5.0,10.97,Hyundai
1838,1893,Audi A7 2011-2015,Kochi,2014,60336,Diesel,Automatic,Second,14.4,2967,241.4,5.0,24.94,Audi
1839,1894,Hyundai EON D,Kolkata,2014,26008,Petrol,Manual,First,21.1,814,55.2,5.0,1.97,Hyundai
1840,1895,Ford Figo Diesel,Jaipur,2010,90000,Diesel,Manual,Second,20.0,1399,68,5.0,1.4,Ford
1841,1896,Volkswagen Ameo 1.2,Coimbatore,2018,35569,Petrol,Manual,First,17.0,1198,73.75,5.0,7.27,Volkswagen
1842,1897,Renault Scala Diesel,Kolkata,2013,40000,Diesel,Manual,First,21.64,1461,84.8,5.0,4.0,Renault
1843,1898,Honda Jazz 1.2,Kolkata,2015,45000,Petrol,Manual,First,18.7,1199,88.7,5.0,4.75,Honda
1844,1899,Hyundai i20 1.2,Delhi,2015,42000,Petrol,Manual,First,17.0,1197,80,5.0,5.1,Hyundai
1845,1900,Audi A4 3.0,Coimbatore,2012,46913,Diesel,Automatic,First,14.94,2967,241.4,5.0,16.11,Audi
1846,1901,Mahindra Ssangyong Rexton,Delhi,2014,62000,Diesel,Automatic,First,11.18,2696,184,7.0,10.55,Mahindra
1847,1902,Toyota Fortuner 2.8,Ahmedabad,2017,15000,Diesel,Automatic,First,12.9,2755,174.5,7.0,30.0,Toyota
1848,1903,Skoda Octavia Classic,Kolkata,2002,69000,Diesel,Manual,First,18.7,1896,66,5.0,1.6,Skoda
1849,1904,Mercedes-Benz New C-Class,Hyderabad,2012,41367,Diesel,Automatic,First,15.8,2148,170,5.0,18.49,Mercedes-Benz
1850,1905,Maruti Ciaz 1.4,Kochi,2018,15982,Petrol,Manual,First,20.73,1373,91.1,5.0,9.96,Maruti
1851,1906,Maruti Swift ZDi,Hyderabad,2013,99595,Diesel,Manual,Second,22.9,1248,74,5.0,4.75,Maruti
1852,1907,Toyota Qualis FS,Bangalore,2002,63000,Diesel,Manual,Third,13.1,2446,75,10.0,3.65,Toyota
1853,1908,BMW 5 Series,Delhi,2012,49000,Diesel,Automatic,Second,16.73,2495,218,5.0,15.5,BMW
1854,1909,Mitsubishi Pajero 2.8,Kochi,2013,48272,Diesel,Manual,First,10.5,2835,116.9,6.0,11.82,Mitsubishi
1855,1910,Toyota Corolla H2,Delhi,2008,63000,Petrol,Manual,First,13.4,1794,125,5.0,2.05,Toyota
1856,1912,Maruti Omni E,Mumbai,2013,11734,Petrol,Manual,First,16.8,796,34.2,8.0,2.25,Maruti
1857,1913,Audi A6 2011-2015,Kochi,2014,62012,Diesel,Automatic,First,17.68,1968,174.33,5.0,20.12,Audi
1858,1915,Honda Jazz 1.5,Coimbatore,2016,45449,Diesel,Manual,First,27.3,1498,98.6,5.0,7.48,Honda
1859,1916,Mercedes-Benz E-Class 200,Mumbai,2004,85000,Petrol,Automatic,Second,10.5,1796,157.7,5.0,5.5,Mercedes-Benz
1861,1918,Audi A4 2.0,Kochi,2013,45330,Diesel,Automatic,First,16.55,1968,147.51,5.0,13.19,Audi
1862,1919,Maruti Swift Dzire,Mumbai,2012,88000,Petrol,Manual,First,19.1,1197,85.8,5.0,3.85,Maruti
1863,1920,Maruti Dzire VDI,Delhi,2016,45376,Diesel,Manual,First,28.4,1248,73.75,5.0,5.75,Maruti
1864,1921,Mahindra XUV500 W8,Pune,2014,81000,Diesel,Manual,First,15.1,2179,140,7.0,9.0,Mahindra
1865,1922,Chevrolet Beat LT,Kochi,2012,83381,Petrol,Manual,First,18.6,1199,79.4,5.0,2.21,Chevrolet
1866,1923,Ford EcoSport 1.5,Kochi,2017,78526,Diesel,Manual,First,23.0,1498,98.96,5.0,8.09,Ford
1867,1924,BMW 5 Series,Coimbatore,2017,27313,Diesel,Automatic,First,14.69,2993,258,5.0,48.63,BMW
1868,1925,Audi Q5 30,Coimbatore,2015,42747,Diesel,Automatic,Second,14.16,1968,174.3,5.0,39.47,Audi
1869,1926,BMW X1 sDrive,Coimbatore,2015,42265,Diesel,Automatic,Second,20.68,1995,190,5.0,22.24,BMW
1870,1927,Hyundai i10 Magna,Mumbai,2009,21000,Petrol,Automatic,First,19.2,1197,80,5.0,2.6,Hyundai
1871,1928,Hyundai Creta 1.6,Ahmedabad,2016,55100,Diesel,Automatic,First,17.01,1582,126.2,5.0,12.0,Hyundai
1872,1929,Audi A4 2.0,Chennai,2014,70000,Diesel,Automatic,First,17.11,1968,174.33,5.0,18.0,Audi
1873,1930,Mercedes-Benz S Class,Mumbai,2007,55000,Petrol,Automatic,Third,10.13,3498,364.9,5.0,9.99,Mercedes-Benz
1874,1931,Hyundai i10 Magna,Kolkata,2012,58235,Petrol,Manual,First,20.36,1197,78.9,5.0,2.45,Hyundai
1875,1932,Ford EcoSport 1.5,Mumbai,2017,26000,Diesel,Manual,First,23.0,1498,98.96,5.0,8.99,Ford
1876,1933,Volkswagen Vento Diesel,Kolkata,2011,35000,Diesel,Manual,First,20.54,1598,103.6,5.0,3.15,Volkswagen
1877,1934,Maruti Dzire ZDI,Jaipur,2017,24000,Diesel,Manual,First,28.4,1248,73.75,5.0,8.2,Maruti
1878,1935,Mahindra Scorpio 1.99,Ahmedabad,2016,98000,Diesel,Manual,First,15.4,1997,120,7.0,11.5,Mahindra
1879,1936,Hyundai i20 Asta,Coimbatore,2016,44487,Diesel,Manual,First,22.54,1396,88.73,5.0,7.3,Hyundai
1880,1937,Maruti Alto LXi,Chennai,2008,65000,Petrol,Manual,First,19.7,796,46.3,5.0,1.59,Maruti
1881,1938,Hyundai i10 Magna,Delhi,2015,34951,Petrol,Manual,Second,20.36,1197,78.9,5.0,3.15,Hyundai
1882,1939,Mahindra Scorpio S6,Kolkata,2015,52373,Diesel,Manual,Second,15.4,2179,120,7.0,8.5,Mahindra
1883,1940,Skoda Fabia 1.2L,Hyderabad,2010,66285,Diesel,Manual,First,19.5,1199,75,5.0,3.0,Skoda
1884,1941,BMW X5 xDrive,Mumbai,2012,66000,Diesel,Automatic,First,15.3,2993,258,5.0,21.0,BMW
1885,1942,Honda Jazz 1.5,Hyderabad,2016,43000,Diesel,Manual,First,27.3,1498,98.6,5.0,7.75,Honda
1886,1943,Mercedes-Benz E-Class 2009-2013,Mumbai,2013,45200,Diesel,Automatic,First,10.0,2148,170,5.0,23.0,Mercedes-Benz
1887,1944,Mahindra XUV500 AT,Mumbai,2016,41000,Diesel,Automatic,First,16.0,2179,140,7.0,13.75,Mahindra
1888,1945,Honda City i,Kochi,2017,39430,Petrol,Automatic,First,18.0,1497,117.3,5.0,8.29,Honda
1889,1946,Maruti Swift VDI,Coimbatore,2014,83274,Diesel,Manual,First,22.9,1248,74,5.0,5.79,Maruti
1890,1947,Mercedes-Benz New C-Class,Coimbatore,2017,32324,Diesel,Automatic,First,14.84,2143,170,5.0,30.5,Mercedes-Benz
1891,1948,Honda City 1.5,Mumbai,2011,49999,Petrol,Manual,First,17.0,1497,118,5.0,3.8,Honda
1892,1949,Tata Sumo EX,Bangalore,2014,66000,Diesel,Manual,First,15.3,2956,83.8,7.0,4.45,Tata
1893,1950,Hyundai i20 Magna,Delhi,2012,54000,Petrol,Manual,First,18.5,1197,82.85,5.0,3.3,Hyundai
1894,1951,Fiat Linea 1.3,Jaipur,2009,80000,Diesel,Manual,Second,20.4,1248,91.2,5.0,1.75,Fiat
1895,1952,Honda Civic 2006-2010,Bangalore,2011,72000,Petrol,Automatic,Second,12.9,1799,130,5.0,5.5,Honda
1896,1953,Hyundai Creta 1.6,Pune,2017,44865,Diesel,Manual,First,19.67,1582,126.2,5.0,13.35,Hyundai
1897,1954,Audi A3 35,Delhi,2017,22000,Diesel,Automatic,Second,20.38,1968,143,5.0,22.5,Audi
1898,1955,Hyundai Verna VTVT,Delhi,2013,57478,Petrol,Manual,Second,17.0,1591,121.3,5.0,5.25,Hyundai
1899,1956,Hyundai i20 1.4,Hyderabad,2011,75000,Diesel,Manual,First,21.9,1396,90,5.0,3.75,Hyundai
1900,1957,Honda Mobilio S,Kochi,2015,50624,Diesel,Manual,First,24.2,1498,98.6,7.0,6.32,Honda
1901,1958,Hyundai Verna 1.6,Bangalore,2018,75000,Diesel,Automatic,First,22.32,1582,126.32,5.0,7.75,Hyundai
1902,1959,Ford Fiesta 1.6,Chennai,2006,87000,Petrol,Manual,Second,15.3,1596,101,5.0,1.37,Ford
1903,1960,Hyundai i10 Sportz,Mumbai,2010,62000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.1,Hyundai
1904,1961,Maruti Vitara Brezza,Hyderabad,2016,41372,Diesel,Manual,First,24.3,1248,88.5,5.0,9.3,Maruti
1905,1962,Toyota Innova 2.5,Ahmedabad,2015,70000,Diesel,Manual,First,12.99,2494,100.6,7.0,12.0,Toyota
1906,1963,Mercedes-Benz GLA Class,Pune,2017,35000,Diesel,Automatic,First,17.9,2143,136,5.0,23.5,Mercedes-Benz
1907,1964,Maruti Alto LXi,Hyderabad,2006,71993,Petrol,Manual,First,19.7,796,46.3,5.0,1.8,Maruti
1908,1965,Mercedes-Benz New C-Class,Chennai,2013,62000,Diesel,Automatic,Second,14.84,2143,170,5.0,12.5,Mercedes-Benz
1909,1966,Maruti Swift LDI,Delhi,2015,51000,Diesel,Manual,First,22.9,1248,74,5.0,4.74,Maruti
1910,1967,Hyundai Grand i10,Kochi,2016,26038,Petrol,Manual,First,18.9,1197,82,5.0,5.43,Hyundai
1911,1968,Toyota Fortuner 4x4,Kochi,2018,37713,Diesel,Automatic,Second,12.55,2982,168.5,7.0,31.62,Toyota
